inst,pin,x,y,dist_left,dist_right,dist_bottom,dist_top
_10833_,B,716.3855,226.41669,716.385498046875,155.614501953125,226.41668701171875,640.7708129882812
_10828_,Y,713.073,260.54166,713.072998046875,158.927001953125,260.5416564941406,606.6458435058594
_10830_,B1,717.51465,252.60419,717.5146484375,154.4853515625,252.60418701171875,614.5833129882812
_10829_,X,719.43134,246.28127,719.4313354492188,152.56866455078125,246.28126525878906,620.9062347412109
_10833_,C,717.56256,225.64584,717.5625610351562,154.43743896484375,225.64584350585938,641.5416564941406
_10830_,Y,716.84796,253.21877,716.8479614257812,155.15203857421875,253.21876525878906,613.9687347412109
_10832_,A2,709.35425,225.26044,709.354248046875,162.645751953125,225.26043701171875,641.9270629882812
_10831_,X,707.4417,232.40627,707.4417114257812,164.55828857421875,232.40626525878906,634.7812347412109
_10833_,D,718.6771,225.26044,718.6771240234375,153.3228759765625,225.26043701171875,641.9270629882812
_10832_,Y,711.8021,225.46877,711.8021240234375,160.1978759765625,225.46876525878906,641.7187347412109
_10836_,B1,687.56256,218.32294,687.5625610351562,184.43743896484375,218.32293701171875,648.8645629882812
_10833_,Y,717.7126,225.46877,717.7125854492188,154.28741455078125,225.46876525878906,641.7187347412109
_10835_,B1,686.5834,210.96877,686.5833740234375,185.4166259765625,210.96876525878906,656.2187347412109
_10834_,Y,694.84796,211.59377,694.8479614257812,177.15203857421875,211.59376525878906,655.5937347412109
_10836_,C1,689.43756,217.90627,689.4375610351562,182.56243896484375,217.90626525878906,649.2812347412109
_10835_,Y,688.2542,211.91043,688.2542114257812,183.74578857421875,211.91043090820312,655.2770690917969
_10837_,B1,691.43756,204.39584,691.4375610351562,180.56243896484375,204.39584350585938,662.7916564941406
_10836_,Y,687.8021,218.53127,687.8021240234375,184.1978759765625,218.53126525878906,648.6562347412109
_11482_,D1,783.35425,204.44794,783.354248046875,88.645751953125,204.44793701171875,662.7395629882812
_11296_,C1,813.47925,211.38544,813.479248046875,58.520751953125,211.38543701171875,655.8020629882812
_10838_,B1,808.56256,211.4896,808.5625610351562,63.43743896484375,211.48959350585938,655.6979064941406
_10837_,Y,690.28546,204.65627,690.2854614257812,181.71453857421875,204.65626525878906,662.5312347412109
_11187_,A1,842.3021,245.27084,842.3021240234375,29.6978759765625,245.27084350585938,621.9166564941406
_10839_,A1,843.3021,217.52084,843.3021240234375,28.6978759765625,217.52084350585938,649.6666564941406
_10838_,X,806.2084,211.9271,806.2083740234375,65.7916259765625,211.92709350585938,655.2604064941406
_10844_,A0,697.6146,183.63544,697.6146240234375,174.3853759765625,183.63543701171875,683.5520629882812
_10840_,Y,698.9584,176.90627,698.9583740234375,173.0416259765625,176.90626525878906,690.2812347412109
_10844_,A1,699.41675,183.21877,699.416748046875,172.583251953125,183.21876525878906,683.9687347412109
_10841_,Y,701.9584,183.84377,701.9583740234375,170.0416259765625,183.84376525878906,683.3437347412109
_10871_,B,678.3959,190.52084,678.3958740234375,193.6041259765625,190.52084350585938,676.6666564941406
_10843_,D,683.6771,190.57294,683.6771240234375,188.3228759765625,190.57293701171875,676.6145629882812
_10842_,Y,676.75006,197.71877,676.7500610351562,195.24993896484375,197.71876525878906,669.4687347412109
_10844_,S,692.70215,183.53543,692.7021484375,179.2978515625,183.53543090820312,683.6520690917969
_10843_,Y,682.7126,190.78127,682.7125854492188,189.28741455078125,190.78126525878906,676.4062347412109
_10855_,B1,698.7396,169.8271,698.7396240234375,173.2603759765625,169.8271026611328,697.3603973388672
_10844_,Y,697.9584,183.95834,697.9583740234375,174.0416259765625,183.95834350585938,683.2291564941406
_10846_,B,693.56256,176.28127,693.5625610351562,178.43743896484375,176.28126525878906,690.9062347412109
_10845_,Y,690.1355,176.90627,690.135498046875,181.864501953125,176.90626525878906,690.2812347412109
_10855_,C1,697.56256,168.93752,697.5625610351562,174.43743896484375,168.93751525878906,698.2499847412109
_10846_,Y,694.9626,176.90627,694.9625854492188,177.03741455078125,176.90626525878906,690.2812347412109
_10853_,A2,716.43756,177.85419,716.4375610351562,155.56243896484375,177.85418701171875,689.3333129882812
_10852_,A2,711.7126,181.33751,711.7125854492188,160.28741455078125,181.33750915527344,685.8499908447266
_10847_,Y,727.5209,190.78127,727.5208740234375,144.4791259765625,190.78126525878906,676.4062347412109
_10849_,A2,712.56256,204.03127,712.5625610351562,159.43743896484375,204.03126525878906,663.1562347412109
_10848_,Y,720.0459,211.59377,720.0458984375,151.9541015625,211.59376525878906,655.5937347412109
_10851_,A,711.43756,204.03127,711.4375610351562,160.56243896484375,204.03126525878906,663.1562347412109
_10849_,Y,714.84796,204.65627,714.8479614257812,157.15203857421875,204.65626525878906,662.5312347412109
_10851_,B,709.56256,204.03127,709.5625610351562,162.43743896484375,204.03126525878906,663.1562347412109
_10850_,X,706.2084,287.9,706.2083740234375,165.7916259765625,287.8999938964844,579.2875061035156
_10940_,A2,709.54175,128.3021,709.541748046875,162.458251953125,128.30209350585938,738.8854064941406
_10892_,A2,713.12506,132.775,713.1250610351562,158.87493896484375,132.77499389648438,734.4125061035156
_10853_,B1,713.7084,176.69794,713.7083740234375,158.2916259765625,176.69793701171875,690.4895629882812
_10852_,B1,714.35425,183.78127,714.354248046875,157.645751953125,183.78126525878906,683.4062347412109
_10851_,Y,710.9626,204.65627,710.9625854492188,161.03741455078125,204.65626525878906,662.5312347412109
_10854_,A2,708.56256,176.69794,708.5625610351562,163.43743896484375,176.69793701171875,690.4895629882812
_10852_,X,717.43756,183.84377,717.4375610351562,154.56243896484375,183.84376525878906,683.3437347412109
_10854_,B1,710.00006,176.69794,710.0000610351562,161.99993896484375,176.69793701171875,690.4895629882812
_10853_,Y,713.573,176.90627,713.572998046875,158.427001953125,176.90626525878906,690.2812347412109
_10855_,D1,696.43756,170.07294,696.4375610351562,175.56243896484375,170.07293701171875,697.1145629882812
_10854_,Y,709.1355,176.90627,709.135498046875,162.864501953125,176.90626525878906,690.2812347412109
_11494_,A1,782.43756,162.77084,782.4375610351562,89.56243896484375,162.77084350585938,704.4166564941406
_11300_,D1,824.5521,162.40627,824.5521240234375,47.4478759765625,162.40626525878906,704.7812347412109
_11189_,A1,838.54175,169.34377,838.541748046875,33.458251953125,169.34376525878906,697.8437347412109
_10862_,A2,845.37506,162.02084,845.3750610351562,26.62493896484375,162.02084350585938,705.1666564941406
_10855_,X,694.56256,169.96877,694.5625610351562,177.43743896484375,169.96876525878906,697.2187347412109
_11488_,A,766.4834,148.77083,766.4833984375,105.5166015625,148.7708282470703,718.4166717529297
_11031_,A,591.61884,100.38542,591.6188354492188,280.38116455078125,100.38542175292969,766.8020782470703
_11000_,A,601.0938,99.95834,601.0938110351562,270.90618896484375,99.95834350585938,767.2291564941406
_10957_,A,661.6917,99.96876,661.6917114257812,210.30828857421875,99.96875762939453,767.2187423706055
_10951_,B,734.3855,108.47917,734.385498046875,137.614501953125,108.47917175292969,758.7083282470703
_10931_,A,715.43756,100.38542,715.4375610351562,156.56243896484375,100.38542175292969,766.8020782470703
_10907_,A,627.4834,127.95834,627.4833984375,244.5166015625,127.95834350585938,739.2291564941406
_10878_,B,755.2751,155.83334,755.2750854492188,116.72491455078125,155.83334350585938,711.3541564941406
_10859_,B,761.2751,169.70834,761.2750854492188,110.72491455078125,169.70834350585938,697.4791564941406
_10858_,A1,761.43756,162.77084,761.4375610351562,110.56243896484375,162.77084350585938,704.4166564941406
_10856_,Y,761.50006,226.0771,761.5000610351562,110.49993896484375,226.0771026611328,641.1103973388672
_11488_,B,768.2751,148.89583,768.2750854492188,103.72491455078125,148.8958282470703,718.2916717529297
_11031_,B,590.448,100.45834,590.447998046875,281.552001953125,100.45834350585938,766.7291564941406
_11000_,B,600.7709,99.37501,600.7708740234375,271.2291259765625,99.37500762939453,767.8124923706055
_10951_,C,735.56256,107.70834,735.5625610351562,136.43743896484375,107.70834350585938,759.4791564941406
_10907_,B,629.2751,128.08334,629.2750854492188,242.72491455078125,128.08334350585938,739.1041564941406
_10859_,C,762.43756,169.70834,762.4375610351562,109.56243896484375,169.70834350585938,697.4791564941406
_10858_,A2,760.1563,162.92085,760.1563110351562,111.84368896484375,162.9208526611328,704.2666473388672
_10857_,X,766.4417,204.65627,766.4417114257812,105.55828857421875,204.65626525878906,662.5312347412109
_11490_,A1,768.7084,162.40627,768.7083740234375,103.2916259765625,162.40626525878906,704.7812347412109
_10860_,A1,765.7084,169.34377,765.7083740234375,106.2916259765625,169.34376525878906,697.8437347412109
_10858_,X,756.5834,163.03127,756.5833740234375,115.4166259765625,163.03126525878906,704.1562347412109
_10860_,A2,767.56256,169.76044,767.5625610351562,104.43743896484375,169.76043701171875,697.4270629882812
_10859_,Y,761.4417,169.96877,761.4417114257812,110.55828857421875,169.96876525878906,697.2187347412109
_11300_,A1,829.43756,162.40627,829.4375610351562,42.56243896484375,162.40626525878906,704.7812347412109
_11189_,A2,837.37506,168.95834,837.3750610351562,34.62493896484375,168.95834350585938,698.2291564941406
_10862_,A3,843.60425,162.40627,843.604248046875,28.395751953125,162.40626525878906,704.7812347412109
_10860_,Y,768.1355,169.96877,768.135498046875,103.864501953125,169.96876525878906,697.2187347412109
_10862_,B1,848.0209,162.40627,848.0208740234375,23.9791259765625,162.40626525878906,704.7812347412109
_10861_,Y,855.9584,149.15625,855.9583740234375,16.0416259765625,149.15625,718.03125
_10936_,A,711.4834,114.08334,711.4833984375,160.5166015625,114.08334350585938,753.1041564941406
_10912_,A1,731.43756,107.27084,731.4375610351562,140.56243896484375,107.27084350585938,759.9166564941406
_10895_,A1,725.72296,148.94792,725.7229614257812,146.27703857421875,148.9479217529297,718.2395782470703
_10869_,A1,738.72296,162.82294,738.7229614257812,133.27703857421875,162.82293701171875,704.3645629882812
_10868_,C1,736.43756,155.46877,736.4375610351562,135.56243896484375,155.46876525878906,711.7187347412109
_10863_,Y,723.9584,128.31668,723.9583740234375,148.0416259765625,128.31668090820312,738.8708190917969
_10865_,B2,716.37506,162.82294,716.3750610351562,155.62493896484375,162.82293701171875,704.3645629882812
_10864_,X,713.4417,163.03127,713.4417114257812,158.55828857421875,163.03126525878906,704.1562347412109
_10970_,A1,714.7084,79.15626,714.7083740234375,157.2916259765625,79.15625762939453,788.0312423706055
_10915_,A,719.60425,79.52084,719.604248046875,152.395751953125,79.52084350585938,787.6666564941406
_10912_,A2,730.1917,108.42709,730.1917114257812,141.80828857421875,108.42709350585938,758.7604064941406
_10868_,A2,732.35425,155.88544,732.354248046875,139.645751953125,155.88543701171875,711.3020629882812
_10866_,A2_N,729.7751,162.9271,729.7750854492188,142.22491455078125,162.92709350585938,704.2604064941406
_10865_,Y,716.2542,163.34793,716.2542114257812,155.74578857421875,163.34793090820312,703.8395690917969
_10869_,A2,737.56256,162.40627,737.5625610351562,134.43743896484375,162.40626525878906,704.7812347412109
_10866_,Y,732.0042,163.03127,732.0042114257812,139.99578857421875,163.03126525878906,704.1562347412109
_10868_,B1,734.56256,155.88544,734.5625610351562,137.43743896484375,155.88543701171875,711.3020629882812
_10867_,Y,739.9584,156.09377,739.9583740234375,132.0416259765625,156.09376525878906,711.0937347412109
_10869_,B1,740.51465,162.41669,740.5146484375,131.4853515625,162.41668701171875,704.7708129882812
_10868_,Y,734.8021,156.09377,734.8021240234375,137.1978759765625,156.09376525878906,711.0937347412109
_10876_,A,749.50006,169.76044,749.5000610351562,122.49993896484375,169.76043701171875,697.4270629882812
_10869_,Y,739.84796,163.03127,739.8479614257812,132.15203857421875,163.03126525878906,704.1562347412109
_10876_,B,747.12506,169.76044,747.1250610351562,124.87493896484375,169.76043701171875,697.4270629882812
_10870_,Y,747.9584,163.03127,747.9583740234375,124.0416259765625,163.03126525878906,704.1562347412109
_10884_,A4,675.43756,176.69794,675.4375610351562,196.56243896484375,176.69793701171875,690.4895629882812
_10873_,A2,691.12506,181.33751,691.1250610351562,180.87493896484375,181.33750915527344,685.8499908447266
_10872_,C,680.97925,183.21877,680.979248046875,191.020751953125,183.21876525878906,683.9687347412109
_10871_,Y,677.9584,190.78127,677.9583740234375,194.0416259765625,190.78126525878906,676.4062347412109
_10875_,A2,684.7605,175.51044,684.760498046875,187.239501953125,175.51043701171875,691.6770629882812
_10872_,Y,682.97925,183.84377,682.979248046875,189.020751953125,183.84376525878906,683.3437347412109
_10875_,A3,686.25006,176.28127,686.2500610351562,185.74993896484375,176.28126525878906,690.9062347412109
_10873_,X,686.2084,184.1771,686.2083740234375,185.7916259765625,184.17709350585938,683.0104064941406
_10875_,B1,682.3646,176.28127,682.3646240234375,189.6353759765625,176.28126525878906,690.9062347412109
_10874_,Y,678.1355,169.96877,678.135498046875,193.864501953125,169.96876525878906,697.2187347412109
_10876_,C_N,742.31256,169.8646,742.3125610351562,129.68743896484375,169.86459350585938,697.3229064941406
_10875_,Y,683.0105,176.65001,683.010498046875,188.989501953125,176.65000915527344,690.5374908447266
_11503_,A1,776.43756,148.89583,776.4375610351562,95.56243896484375,148.8958282470703,718.2916717529297
_11304_,A1,807.54175,245.65627,807.541748046875,64.458251953125,245.65626525878906,621.5312347412109
_11191_,A1,809.54175,231.78127,809.541748046875,62.458251953125,231.78126525878906,635.4062347412109
_10882_,A2,810.37506,224.45834,810.3750610351562,61.62493896484375,224.45834350585938,642.7291564941406
_10876_,Y,746.5251,169.71251,746.5250854492188,125.47491455078125,169.71250915527344,697.4749908447266
_10957_,B,663.3855,101.54167,663.385498046875,208.614501953125,101.54167175292969,765.6458282470703
_10931_,B,714.2396,100.38542,714.2396240234375,157.7603759765625,100.38542175292969,766.8020782470703
_10878_,C,756.43756,155.83334,756.4375610351562,115.56243896484375,155.83334350585938,711.3541564941406
_10877_,Y,746.97925,204.65627,746.979248046875,125.020751953125,204.65626525878906,662.5312347412109
_11497_,B,761.2751,148.89583,761.2750854492188,110.72491455078125,148.8958282470703,718.2916717529297
_11496_,A2,759.37506,155.08334,759.3750610351562,112.62493896484375,155.08334350585938,712.1041564941406
_10879_,B,766.5521,156.2396,766.5521240234375,105.4478759765625,156.23959350585938,710.9479064941406
_10878_,Y,755.4417,156.09377,755.4417114257812,116.55828857421875,156.09376525878906,711.0937347412109
_11302_,B2,803.56256,238.95834,803.5625610351562,68.43743896484375,238.95834350585938,628.2291564941406
_10880_,B,804.56256,224.84377,804.5625610351562,67.43743896484375,224.84376525878906,642.3437347412109
_10879_,Y,768.54175,156.09377,768.541748046875,103.458251953125,156.09376525878906,711.0937347412109
_11191_,A2,808.37506,231.39584,808.3750610351562,63.62493896484375,231.39584350585938,635.7916564941406
_10882_,A3,808.60425,224.84377,808.604248046875,63.395751953125,224.84376525878906,642.3437347412109
_10880_,Y,805.9626,225.46877,805.9625854492188,66.03741455078125,225.46876525878906,641.7187347412109
_10882_,B1,813.0209,224.84377,813.0208740234375,58.9791259765625,224.84376525878906,642.3437347412109
_10881_,Y,820.9584,239.34377,820.9583740234375,51.0416259765625,239.34376525878906,627.8437347412109
_10946_,A2,663.37506,162.02084,663.3750610351562,208.62493896484375,162.02084350585938,705.1666564941406
_10884_,A2,678.1563,176.69794,678.1563110351562,193.84368896484375,176.69793701171875,690.4895629882812
_10883_,Y,671.9584,176.90627,671.9583740234375,200.0416259765625,176.90626525878906,690.2812347412109
_10891_,A2,681.8584,170.8646,681.8583984375,190.1416015625,170.86459350585938,696.3229064941406
_10884_,Y,676.47296,176.90627,676.4729614257812,195.52703857421875,176.90626525878906,690.2812347412109
_10925_,D,663.6771,183.63544,663.6771240234375,208.3228759765625,183.63543701171875,683.5520629882812
_10886_,D,660.80634,190.64584,660.8063354492188,211.19366455078125,190.64584350585938,676.5416564941406
_10885_,Y,677.09796,183.84377,677.0979614257812,194.90203857421875,183.84376525878906,683.3437347412109
_10888_,B,664.3959,169.70834,664.3958740234375,207.6041259765625,169.70834350585938,697.4791564941406
_10924_,C,658.43756,155.83334,658.4375610351562,213.56243896484375,155.83334350585938,711.3541564941406
_10947_,D,653.6771,155.88544,653.6771240234375,218.3228759765625,155.88543701171875,711.3020629882812
_10965_,A2,639.8584,170.8646,639.8583984375,232.1416015625,170.86459350585938,696.3229064941406
_10966_,C,641.30634,176.77084,641.3063354492188,230.69366455078125,176.77084350585938,690.4166564941406
_10977_,C,637.56256,156.27084,637.5625610351562,234.43743896484375,156.27084350585938,710.9166564941406
_11025_,B,630.3855,157.04169,630.385498046875,241.614501953125,157.04168701171875,710.1458129882812
_11035_,C,632.56256,170.14584,632.5625610351562,239.43743896484375,170.14584350585938,697.0416564941406
_10886_,X,666.43134,190.78127,666.4313354492188,205.56866455078125,190.78126525878906,676.4062347412109
_10891_,A3,684.1292,169.76044,684.1292114257812,187.87078857421875,169.76043701171875,697.4270629882812
_10888_,Y,663.9584,169.96877,663.9583740234375,208.0416259765625,169.96876525878906,697.2187347412109
_10890_,A_N,686.97925,169.70834,686.979248046875,185.020751953125,169.70834350585938,697.4791564941406
_10889_,Y,686.84796,163.03127,686.8479614257812,185.15203857421875,163.03126525878906,704.1562347412109
_10891_,B1,685.43756,169.70834,685.4375610351562,186.56243896484375,169.70834350585938,697.4791564941406
_10890_,Y,689.47925,169.96877,689.479248046875,182.520751953125,169.96876525878906,697.2187347412109
_10902_,B1,736.56256,142.01042,736.5625610351562,135.43743896484375,142.0104217529297,725.1770782470703
_10891_,Y,684.28546,169.96877,684.2854614257812,187.71453857421875,169.96876525878906,697.2187347412109
_10893_,A2,724.56256,134.65625,724.5625610351562,147.43743896484375,134.65625,732.53125
_10892_,X,708.2084,135.61458,708.2083740234375,163.7916259765625,135.6145782470703,731.5729217529297
_10900_,A2,740.00006,134.65625,740.0000610351562,131.99993896484375,134.65625,732.53125
_10899_,A2,752.1917,135.15625,752.1917114257812,119.80828857421875,135.15625,732.03125
_10893_,Y,726.84796,135.28125,726.8479614257812,145.15203857421875,135.28125,731.90625
_10895_,A2,724.56256,148.53125,724.5625610351562,147.43743896484375,148.53125,718.65625
_10894_,Y,725.47925,163.03127,725.479248046875,146.520751953125,163.03126525878906,704.1562347412109
_10942_,A3,702.4896,122.21876,702.4896240234375,169.5103759765625,122.21875762939453,744.9687423706055
_10898_,A,730.60425,135.02083,730.604248046875,141.395751953125,135.0208282470703,732.1666717529297
_10895_,Y,726.84796,149.15625,726.8479614257812,145.15203857421875,149.15625,718.03125
_10897_,B1,731.0209,183.21877,731.0208740234375,140.9791259765625,183.21876525878906,683.9687347412109
_10896_,X,736.4417,176.90627,736.4417114257812,135.55828857421875,176.90626525878906,690.2812347412109
_10942_,A4,701.3167,121.03126,701.3167114257812,170.68328857421875,121.03125762939453,746.1562423706055
_10898_,B,732.3959,135.02083,732.3958740234375,139.6041259765625,135.0208282470703,732.1666717529297
_10897_,Y,729.5209,183.84377,729.5208740234375,142.4791259765625,183.84376525878906,683.3437347412109
_10900_,B1,737.43756,135.07292,737.4375610351562,134.56243896484375,135.0729217529297,732.1145782470703
_10899_,B1,749.56256,135.15625,749.5625610351562,122.43743896484375,135.15625,732.03125
_10898_,Y,731.9584,135.28125,731.9583740234375,140.0416259765625,135.28125,731.90625
_10901_,A2,741.56256,134.65625,741.5625610351562,130.43743896484375,134.65625,732.53125
_10899_,X,747.56256,135.28125,747.5625610351562,124.43743896484375,135.28125,731.90625
_10901_,B1,744.51465,134.66667,744.5146484375,127.4853515625,134.6666717529297,732.5208282470703
_10900_,Y,735.81256,135.28125,735.8125610351562,136.18743896484375,135.28125,731.90625
_10902_,C1,738.43756,141.59375,738.4375610351562,133.56243896484375,141.59375,725.59375
_10901_,Y,743.84796,135.28125,743.8479614257812,128.15203857421875,135.28125,731.90625
_11510_,A1,779.54175,127.71876,779.541748046875,92.458251953125,127.71875762939453,739.4687423706055
_11307_,A1,822.54175,120.78126,822.541748046875,49.458251953125,120.78125762939453,746.4062423706055
_11193_,A1,815.54175,127.71876,815.541748046875,56.458251953125,127.71875762939453,739.4687423706055
_10911_,A2,825.37506,127.33334,825.3750610351562,46.62493896484375,127.33334350585938,739.8541564941406
_10902_,Y,736.8021,142.21875,736.8021240234375,135.1978759765625,142.21875,724.96875
_10905_,B,539.275,135.02083,539.2750244140625,332.7249755859375,135.0208282470703,732.1666717529297
_10903_,Y,534.9583,135.28125,534.9583129882812,337.04168701171875,135.28125,731.90625
_10905_,C,540.4375,135.02083,540.4375,331.5625,135.0208282470703,732.1666717529297
_10904_,Y,542.9583,135.28125,542.9583129882812,329.04168701171875,135.28125,731.90625
_10930_,A_N,584.3333,128.13542,584.3333129882812,287.66668701171875,128.1354217529297,739.0520782470703
_10906_,A_N,589.97925,128.08334,589.979248046875,282.020751953125,128.08334350585938,739.1041564941406
_10905_,Y,539.44165,135.28125,539.441650390625,332.558349609375,135.28125,731.90625
_10907_,C,630.43756,128.08334,630.4375610351562,241.56243896484375,128.08334350585938,739.1041564941406
_10906_,Y,592.47925,128.34377,592.479248046875,279.520751953125,128.34376525878906,738.8437347412109
_10908_,B,750.5521,128.4896,750.5521240234375,121.4478759765625,128.48959350585938,738.6979064941406
_10907_,Y,629.4417,128.34377,629.4417114257812,242.55828857421875,128.34376525878906,738.8437347412109
_11504_,A1,771.7084,127.71876,771.7083740234375,100.2916259765625,127.71875762939453,739.4687423706055
_11305_,B2,813.56256,121.02084,813.5625610351562,58.43743896484375,121.02084350585938,746.1666564941406
_10909_,B,808.56256,127.71876,808.5625610351562,63.43743896484375,127.71875762939453,739.4687423706055
_10908_,Y,752.54175,128.34377,752.541748046875,119.458251953125,128.34376525878906,738.8437347412109
_11193_,A2,814.37506,127.33334,814.3750610351562,57.62493896484375,127.33334350585938,739.8541564941406
_10911_,A3,823.60425,127.71876,823.604248046875,48.395751953125,127.71875762939453,739.4687423706055
_10909_,Y,809.9626,128.34377,809.9625854492188,62.03741455078125,128.34376525878906,738.8437347412109
_10911_,B1,828.0209,127.71876,828.0208740234375,43.9791259765625,127.71875762939453,739.4687423706055
_10910_,Y,843.9584,128.34377,843.9583740234375,28.0416259765625,128.34376525878906,738.8437347412109
_10913_,A2,717.35425,107.32292,717.354248046875,154.645751953125,107.32292175292969,759.8645782470703
_10912_,Y,729.0459,107.53126,729.0458984375,142.9541015625,107.53125762939453,759.6562423706055
_10919_,B,721.448,86.58334,721.447998046875,150.552001953125,86.58334350585938,780.6041564941406
_10913_,Y,719.8021,107.53126,719.8021240234375,152.1978759765625,107.53125762939453,759.6562423706055
_10970_,A2,716.56256,79.57292,716.5625610351562,155.43743896484375,79.57292175292969,787.6145782470703
_10915_,B,721.3959,79.52084,721.3958740234375,150.6041259765625,79.52084350585938,787.6666564941406
_10914_,Y,724.97925,79.78126,724.979248046875,147.020751953125,79.78125762939453,787.4062423706055
_10919_,C,720.30634,86.58334,720.3063354492188,151.69366455078125,86.58334350585938,780.6041564941406
_10915_,Y,720.9584,79.78126,720.9583740234375,151.0416259765625,79.78125762939453,787.4062423706055
_10941_,A2,692.56256,113.84376,692.5625610351562,179.43743896484375,113.84375762939453,753.3437423706055
_10936_,C,714.43756,114.20834,714.4375610351562,157.56243896484375,114.20834350585938,752.9791564941406
_10922_,A,689.50006,79.57292,689.5000610351562,182.49993896484375,79.57292175292969,787.6145782470703
_10918_,A,722.60425,72.583336,722.604248046875,149.395751953125,72.58333587646484,794.6041641235352
_10916_,Y,700.5105,65.90626,700.510498046875,171.489501953125,65.90625762939453,801.2812423706055
_10918_,B,724.3959,72.583336,724.3958740234375,147.6041259765625,72.58333587646484,794.6041641235352
_10917_,Y,724.84796,107.53126,724.8479614257812,147.15203857421875,107.53125762939453,759.6562423706055
_10937_,B,721.3959,72.583336,721.3958740234375,150.6041259765625,72.58333587646484,794.6041641235352
_10919_,D,718.80634,86.58334,718.8063354492188,153.19366455078125,86.58334350585938,780.6041564941406
_10918_,Y,723.9584,72.84375,723.9583740234375,148.0416259765625,72.84375,794.34375
_10929_,B1,710.7396,86.57709,710.7396240234375,161.2603759765625,86.57708740234375,780.6104125976562
_10919_,X,724.43134,86.71876,724.4313354492188,147.56866455078125,86.71875762939453,780.4687423706055
_10921_,A2,687.56256,99.96876,687.5625610351562,184.43743896484375,99.96875762939453,767.2187423706055
_10920_,Y,701.0459,100.59376,701.0458984375,170.9541015625,100.59375762939453,766.5937423706055
_10922_,B,689.5521,79.92709,689.5521240234375,182.4478759765625,79.92709350585938,787.2604064941406
_10921_,Y,689.84796,100.59376,689.8479614257812,182.15203857421875,100.59375762939453,766.5937423706055
_10923_,B,693.56256,79.15626,693.5625610351562,178.43743896484375,79.15625762939453,788.0312423706055
_10922_,Y,691.54175,79.78126,691.541748046875,180.458251953125,79.78125762939453,787.4062423706055
_10929_,C1,709.56256,85.68751,709.5625610351562,162.43743896484375,85.68750762939453,781.4999923706055
_10923_,Y,694.9626,79.78126,694.9625854492188,177.03741455078125,79.78125762939453,787.4062423706055
_10928_,A2,671.4584,155.88544,671.4583740234375,200.5416259765625,155.88543701171875,711.3020629882812
_10924_,Y,657.4417,156.09377,657.4417114257812,214.55828857421875,156.09376525878906,711.0937347412109
_10946_,A3,661.60425,162.40627,661.604248046875,210.395751953125,162.40626525878906,704.7812347412109
_10926_,A2,667.56256,162.40627,667.5625610351562,204.43743896484375,162.40626525878906,704.7812347412109
_10925_,Y,662.7126,183.84377,662.7125854492188,209.28741455078125,183.84376525878906,683.3437347412109
_10928_,A3,672.5834,155.88544,672.5833740234375,199.4166259765625,155.88543701171875,711.3020629882812
_10926_,Y,669.84796,163.03127,669.8479614257812,202.15203857421875,163.03126525878906,704.1562347412109
_10928_,B1,675.4417,155.70834,675.4417114257812,196.55828857421875,155.70834350585938,711.4791564941406
_10927_,Y,678.84796,163.03127,678.8479614257812,193.15203857421875,163.03126525878906,704.1562347412109
_10929_,D1,708.43756,86.82292,708.4375610351562,163.56243896484375,86.82292175292969,780.3645782470703
_10928_,X,668.6709,156.09377,668.6708984375,203.3291015625,156.09376525878906,711.0937347412109
_11517_,A1,747.43756,86.45834,747.4375610351562,124.56243896484375,86.45834350585938,780.7291564941406
_11311_,A1,746.72296,51.82292,746.7229614257812,125.27703857421875,51.82292175292969,815.3645782470703
_11196_,A1,728.72296,44.88542,728.7229614257812,143.27703857421875,44.88542175292969,822.3020782470703
_10935_,A1,740.72296,44.88542,740.7229614257812,131.27703857421875,44.88542175292969,822.3020782470703
_10929_,X,706.56256,86.71876,706.5625610351562,165.43743896484375,86.71875762939453,780.4687423706055
_11031_,C,589.30634,100.45834,589.3063354492188,282.69366455078125,100.45834350585938,766.7291564941406
_11017_,D,742.6771,197.51044,742.6771240234375,129.3228759765625,197.51043701171875,669.6770629882812
_11000_,C,596.60425,100.58334,596.604248046875,275.395751953125,100.58334350585938,766.6041564941406
_10957_,C,664.56256,100.77084,664.5625610351562,207.43743896484375,100.77084350585938,766.4166564941406
_10951_,D,736.6771,107.32292,736.6771240234375,135.3228759765625,107.32292175292969,759.8645782470703
_10931_,C,712.72296,100.38542,712.7229614257812,159.27703857421875,100.38542175292969,766.8020782470703
_10930_,Y,587.2708,128.3646,587.2708129882812,284.72918701171875,128.36459350585938,738.8229064941406
_11512_,A1,736.7084,99.96876,736.7083740234375,135.2916259765625,99.96875762939453,767.2187423706055
_11511_,B,728.4584,92.26042,728.4583740234375,143.5416259765625,92.26042175292969,774.9270782470703
_11329_,A1,585.5625,86.45834,585.5625,286.4375,86.45834350585938,780.7291564941406
_11021_,A1,579.5625,86.45834,579.5625,292.4375,86.45834350585938,780.7291564941406
_10932_,B,734.5521,59.114586,734.5521240234375,137.4478759765625,59.114585876464844,808.0729141235352
_10931_,X,717.4417,100.59376,717.4417114257812,154.55828857421875,100.59375762939453,766.5937423706055
_11309_,B2,743.10425,58.864586,743.104248046875,128.895751953125,58.864585876464844,808.3229141235352
_11194_,A2,731.1563,51.920837,731.1563110351562,140.84368896484375,51.92083740234375,815.2666625976562
