inst,pin,x,y,dist_left,dist_right,dist_bottom,dist_top
_14115_,A,604.448,791.8376,604.447998046875,267.552001953125,791.8375854492188,75.34991455078125
_09982_,A1,591.43756,579.21875,591.4375610351562,280.56243896484375,579.21875,287.96875
P1.addr[10]$_DFFE_PP0P_,Q,605.0625,586.21875,605.0625,266.9375,586.21875,280.96875
_14116_,A,615.448,777.9626,615.447998046875,256.552001953125,777.9625854492188,89.22491455078125
_09999_,A1,613.56256,516.63544,613.5625610351562,258.43743896484375,516.6354370117188,350.55206298828125
_09997_,A1,605.43756,516.125,605.4375610351562,266.56243896484375,516.125,351.0625
P1.addr[11]$_DFFE_PP0P_,Q,636.06256,523.78125,636.0625610351562,235.93743896484375,523.78125,343.40625
_14117_,A,622.448,771.0251,622.447998046875,249.552001953125,771.0250854492188,96.16241455078125
_10012_,A1,598.72296,669.2605,598.7229614257812,273.27703857421875,669.260498046875,197.927001953125
_10010_,A1,589.4375,627.12506,589.4375,282.5625,627.1250610351562,240.06243896484375
P1.addr[12]$_DFFE_PP0P_,Q,607.06256,676.4063,607.0625610351562,264.93743896484375,676.4063110351562,190.78118896484375
_14118_,A,628.448,750.2126,628.447998046875,243.552001953125,750.2125854492188,116.97491455078125
_10023_,A1,598.72296,468.07294,598.7229614257812,273.27703857421875,468.07293701171875,399.11456298828125
_10021_,A1,599.43756,460.62503,599.4375610351562,272.56243896484375,460.6250305175781,406.5624694824219
P1.addr[13]$_DFFE_PP0P_,Q,626.06256,468.28128,626.0625610351562,245.93743896484375,468.2812805175781,398.9062194824219
_14119_,A,615.448,750.2126,615.447998046875,256.552001953125,750.2125854492188,116.97491455078125
_10036_,A1,603.72296,433.38544,603.7229614257812,268.27703857421875,433.38543701171875,433.80206298828125
P1.addr[14]$_DFFE_PP0P_,Q,622.06256,440.53128,622.0625610351562,249.93743896484375,440.5312805175781,426.6562194824219
_14120_,A,597.448,750.2126,597.447998046875,274.552001953125,750.2125854492188,116.97491455078125
_10048_,A1,599.56256,426.44794,599.5625610351562,272.43743896484375,426.44793701171875,440.73956298828125
_10047_,A1,597.43756,419.65628,597.4375610351562,274.56243896484375,419.6562805175781,447.5312194824219
P1.addr[15]$_DFFE_PP0P_,Q,623.06256,426.65628,623.0625610351562,248.93743896484375,426.6562805175781,440.5312194824219
_14121_,A,580.44794,750.2126,580.4479370117188,291.55206298828125,750.2125854492188,116.97491455078125
_10062_,A2,563.4375,398.69794,563.4375,308.5625,398.69793701171875,468.48956298828125
_10060_,A1,577.5625,398.69794,577.5625,294.4375,398.69793701171875,468.48956298828125
P1.addr[16]$_DFFE_PP0P_,Q,575.0625,405.84378,575.0625,296.9375,405.8437805175781,461.3437194824219
_14122_,A,586.44794,757.1501,586.4479370117188,285.55206298828125,757.1500854492188,110.03741455078125
_10071_,A1,585.4375,412.71878,585.4375,286.5625,412.7187805175781,454.4687194824219
P1.addr[17]$_DFFE_PP0P_,Q,591.0625,419.71878,591.0625,280.9375,419.7187805175781,447.4687194824219
_14123_,A,599.448,743.2751,599.447998046875,272.552001953125,743.2750854492188,123.91241455078125
_10079_,A1,599.72296,336.26044,599.7229614257812,272.27703857421875,336.26043701171875,530.9270629882812
_10077_,A1,595.1563,349.90628,595.1563110351562,276.84368896484375,349.9062805175781,517.2812194824219
P1.addr[18]$_DFFE_PP0P_,Q,615.06256,343.40628,615.0625610351562,256.93743896484375,343.4062805175781,523.7812194824219
_14125_,A,443.44794,389.46252,443.44793701171875,428.55206298828125,389.4625244140625,477.7249755859375
_10084_,A1,559.5625,357.07294,559.5625,312.4375,357.07293701171875,510.11456298828125
_10083_,A1,568.7229,336.26044,568.722900390625,303.277099609375,336.26043701171875,530.9270629882812
_09736_,A,452.9792,377.83337,452.97918701171875,419.02081298828125,377.8333740234375,489.3541259765625
P1.addr[19]$_DFFE_PP0P_,Q,563.0625,343.40628,563.0625,308.9375,343.4062805175781,523.7812194824219
_14106_,A,563.44794,757.1501,563.4479370117188,308.55206298828125,757.1500854492188,110.03741455078125
_10097_,A1,570.0208,703.8959,570.0208129882812,301.97918701171875,703.8958740234375,163.2916259765625
_08855_,A,577.9792,766.3334,577.9791870117188,294.02081298828125,766.3333740234375,100.8541259765625
P1.addr[1]$_DFFE_PP0P_,Q,593.0625,724.9688,593.0625,278.9375,724.9688110351562,142.21868896484375
_14107_,A,560.44794,764.0876,560.4479370117188,311.55206298828125,764.0875854492188,103.09991455078125
_10114_,A1,548.5625,697.0105,548.5625,323.4375,697.010498046875,170.177001953125
_10112_,A1,551.5625,703.948,551.5625,320.4375,703.947998046875,163.239501953125
P1.addr[2]$_DFFE_PP0P_,Q,558.0625,745.7813,558.0625,313.9375,745.7813110351562,121.40618896484375
_14108_,A,581.44794,777.9626,581.4479370117188,290.55206298828125,777.9625854492188,89.22491455078125
_10122_,A1,585.7229,697.0105,585.722900390625,286.277099609375,697.010498046875,170.177001953125
_10120_,A1,586.5625,703.948,586.5625,285.4375,703.947998046875,163.239501953125
P1.addr[3]$_DFFE_PP0P_,Q,597.0625,738.8438,597.0625,274.9375,738.8438110351562,128.34368896484375
_14109_,A,573.44794,798.7751,573.4479370117188,298.55206298828125,798.7750854492188,68.41241455078125
_10134_,B2,568.65625,697.0105,568.65625,303.34375,697.010498046875,170.177001953125
_10129_,A,560.4375,703.5313,560.4375,311.5625,703.5313110351562,163.65618896484375
P1.addr[4]$_DFFE_PP0P_,Q,573.0625,752.7188,573.0625,298.9375,752.7188110351562,114.46868896484375
_14110_,A,587.44794,805.7126,587.4479370117188,284.55206298828125,805.7125854492188,61.47491455078125
_10141_,A1,585.7229,669.2605,585.722900390625,286.277099609375,669.260498046875,197.927001953125
_10135_,A,583.4375,668.8438,583.4375,288.5625,668.8438110351562,198.34368896484375
P1.addr[5]$_DFFE_PP0P_,Q,607.06256,683.3438,607.0625610351562,264.93743896484375,683.3438110351562,183.84368896484375
_14111_,A,587.44794,819.5876,587.4479370117188,284.55206298828125,819.5875854492188,47.59991455078125
_10148_,B1,586.73956,606.93134,586.7395629882812,285.26043701171875,606.9313354492188,260.25616455078125
P1.addr[6]$_DFFE_PP0P_,Q,591.0625,613.9688,591.0625,280.9375,613.9688110351562,253.21868896484375
_14112_,A,604.448,805.7126,604.447998046875,267.552001953125,805.7125854492188,61.47491455078125
_10153_,A1,593.43756,593.0938,593.4375610351562,278.56243896484375,593.0938110351562,274.09368896484375
P1.addr[7]$_DFFE_PP0P_,Q,606.0625,600.0938,606.0625,265.9375,600.0938110351562,267.09368896484375
_14113_,A,615.448,805.7126,615.447998046875,256.552001953125,805.7125854492188,61.47491455078125
_10157_,A1,596.56256,634.573,596.5625610351562,275.43743896484375,634.572998046875,232.614501953125
_10156_,A1,597.43756,627.7813,597.4375610351562,274.56243896484375,627.7813110351562,239.40618896484375
P1.addr[8]$_DFFE_PP0P_,Q,610.06256,648.6563,610.0625610351562,261.93743896484375,648.6563110351562,218.53118896484375
_14114_,A,615.448,791.8376,615.447998046875,256.552001953125,791.8375854492188,75.34991455078125
_10166_,A1,599.72296,572.13544,599.7229614257812,272.27703857421875,572.1354370117188,295.05206298828125
_10164_,A1,596.1563,558.03125,596.1563110351562,275.84368896484375,558.03125,309.15625
P1.addr[9]$_DFFE_PP0P_,Q,617.06256,565.40625,617.0625610351562,254.93743896484375,565.40625,301.78125
_07803_,A,497.43753,44.468754,497.4375305175781,374.5624694824219,44.468753814697266,822.7187461853027
_07749_,B2,503.18753,44.833336,503.1875305175781,368.8124694824219,44.833335876464844,822.3541641235352
_07743_,A,514.4375,58.343754,514.4375,357.5625,58.343753814697266,808.8437461853027
P1.d[1]$_DFF_PP0_,Q,519.06256,31.218752,519.0625610351562,352.93743896484375,31.218751907348633,835.9687480926514
_07801_,A,484.43753,51.406254,484.4375305175781,387.5624694824219,51.406253814697266,815.7812461853027
_07741_,B2,500.18753,51.770836,500.1875305175781,371.8124694824219,51.770835876464844,815.4166641235352
_07737_,A1,489.52087,72.21875,489.5208740234375,382.4791259765625,72.21875,794.96875
_07735_,B,483.56253,65.28126,483.5625305175781,388.4374694824219,65.28125762939453,801.9062423706055
P1.d[2]$_DFF_PP0_,Q,491.06253,45.093754,491.0625305175781,380.9374694824219,45.093753814697266,822.0937461853027
_07749_,B1,504.43753,44.833336,504.4375305175781,367.5624694824219,44.833335876464844,822.3541641235352
_07741_,B1,501.43753,51.770836,501.4375305175781,370.5624694824219,51.770835876464844,815.4166641235352
_07738_,A,500.6042,65.645836,500.60418701171875,371.39581298828125,65.64583587646484,801.5416641235352
_07731_,A,515.4375,37.53125,515.4375,356.5625,37.53125,829.65625
_07714_,A1,536.4375,58.708336,536.4375,335.5625,58.708335876464844,808.4791641235352
P1.d[3]$_DFF_PP0_,Q,544.0625,38.15625,544.0625,327.9375,38.15625,829.03125
_13930_,B,416.27502,683.2813,416.2750244140625,455.7249755859375,683.2813110351562,183.90618896484375
_10170_,A,470.6042,690.0209,470.60418701171875,401.39581298828125,690.0208740234375,177.1666259765625
_09219_,A0,400.61462,683.1355,400.6146240234375,471.3853759765625,683.135498046875,184.052001953125
P1.datao[0]$_DFFE_PP0P_,Q,479.06253,697.2188,479.0625305175781,392.9374694824219,697.2188110351562,169.96868896484375
_13940_,B,402.27502,516.78125,402.2750244140625,469.7249755859375,516.78125,350.40625
_10174_,A,425.43753,509.28128,425.4375305175781,446.5624694824219,509.2812805175781,357.9062194824219
_08932_,A1,391.72296,516.63544,391.72296142578125,480.27703857421875,516.6354370117188,350.55206298828125
P1.datao[10]$_DFFE_PP0P_,Q,431.06253,516.84375,431.0625305175781,440.9374694824219,516.84375,350.34375
_13941_,B,400.27502,454.34378,400.2750244140625,471.7249755859375,454.3437805175781,412.8437194824219
_10176_,A,423.6042,474.95837,423.60418701171875,448.39581298828125,474.9583740234375,392.2291259765625
_08943_,A,394.43753,543.96875,394.4375305175781,477.5624694824219,543.96875,323.21875
P1.datao[11]$_DFFE_PP0P_,Q,428.06253,468.28128,428.0625305175781,443.9374694824219,468.2812805175781,398.9062194824219
_13942_,B,412.27502,398.84378,412.2750244140625,459.7249755859375,398.8437805175781,468.3437194824219
_10178_,A,424.6042,398.64587,424.60418701171875,447.39581298828125,398.6458740234375,468.5416259765625
_08949_,A0,386.33337,419.09378,386.3333740234375,485.6666259765625,419.0937805175781,448.0937194824219
P1.datao[12]$_DFFE_PP0P_,Q,433.06253,391.96878,433.0625305175781,438.9374694824219,391.9687805175781,475.2187194824219
_13943_,B,401.27502,384.96878,401.2750244140625,470.7249755859375,384.9687805175781,482.2187194824219
_10180_,A,478.43753,391.34378,478.4375305175781,393.5624694824219,391.3437805175781,475.8437194824219
_08957_,A0,392.61462,391.76044,392.6146240234375,479.3853759765625,391.76043701171875,475.42706298828125
P1.datao[13]$_DFFE_PP0P_,Q,490.06253,385.03128,490.0625305175781,381.9374694824219,385.0312805175781,482.1562194824219
_13944_,B,393.27502,371.09378,393.2750244140625,478.7249755859375,371.0937805175781,496.0937194824219
_10182_,A,470.43753,377.46878,470.4375305175781,401.5624694824219,377.4687805175781,489.7187194824219
_08966_,A0,381.33337,384.40628,381.3333740234375,490.6666259765625,384.4062805175781,482.7812194824219
P1.datao[14]$_DFFE_PP0P_,Q,477.06253,364.21878,477.0625305175781,394.9374694824219,364.2187805175781,502.9687194824219
_13945_,B,399.27502,364.15628,399.2750244140625,472.7249755859375,364.1562805175781,503.0312194824219
_10184_,A,475.43753,370.53128,475.4375305175781,396.5624694824219,370.5312805175781,496.6562194824219
_08972_,A0,388.61462,357.07294,388.6146240234375,483.3853759765625,357.07293701171875,510.11456298828125
P1.datao[15]$_DFFE_PP0P_,Q,488.06253,357.28128,488.0625305175781,383.9374694824219,357.2812805175781,509.9062194824219
_13946_,B,410.27502,336.40628,410.2750244140625,461.7249755859375,336.4062805175781,530.7812194824219
_10186_,A,446.6042,336.20837,446.60418701171875,425.39581298828125,336.2083740234375,530.9791259765625
_08983_,A1,408.72296,329.32294,408.72296142578125,463.27703857421875,329.32293701171875,537.8645629882812
P1.datao[16]$_DFFE_PP0P_,Q,459.06253,329.53128,459.0625305175781,412.9374694824219,329.5312805175781,537.6562194824219
_13947_,B,396.27502,336.40628,396.2750244140625,475.7249755859375,336.4062805175781,530.7812194824219
_10188_,A,472.43753,328.90628,472.4375305175781,399.5624694824219,328.9062805175781,538.2812194824219
_09458_,A,378.48337,343.02087,378.4833679199219,493.5166320800781,343.0208740234375,524.1666259765625
_08990_,A1,364.43753,343.19794,364.4375305175781,507.5624694824219,343.19793701171875,523.9895629882812
P1.datao[17]$_DFFE_PP0P_,Q,475.06253,322.59378,475.0625305175781,396.9374694824219,322.5937805175781,544.5937194824219
_13948_,B,395.27502,308.65628,395.2750244140625,476.7249755859375,308.6562805175781,558.5312194824219
_10190_,A,467.43753,301.15628,467.4375305175781,404.5624694824219,301.1562805175781,566.0312194824219
_08997_,A1,385.72296,336.26044,385.72296142578125,486.27703857421875,336.26043701171875,530.9270629882812
P1.datao[18]$_DFFE_PP0P_,Q,470.06253,308.71878,470.0625305175781,401.9374694824219,308.7187805175781,558.4687194824219
_13949_,B,393.27502,301.71878,393.2750244140625,478.7249755859375,301.7187805175781,565.4687194824219
_10192_,A,456.6042,273.77084,456.60418701171875,415.39581298828125,273.7708435058594,593.4166564941406
_09489_,A,369.43753,335.84378,369.4375305175781,502.5624694824219,335.8437805175781,531.3437194824219
_09008_,A1,364.72296,322.38544,364.72296142578125,507.27703857421875,322.38543701171875,544.8020629882812
P1.datao[19]$_DFFE_PP0P_,Q,467.06253,280.96875,467.0625305175781,404.9374694824219,280.96875,586.21875
_13931_,B,421.27502,669.4063,421.2750244140625,450.7249755859375,669.4063110351562,197.78118896484375
_13758_,B,425.86462,676.16675,425.8646240234375,446.1353759765625,676.166748046875,191.020751953125
_10194_,A,466.6042,703.8959,466.60418701171875,405.39581298828125,703.8958740234375,163.2916259765625
_08856_,A0,408.61462,683.1355,408.6146240234375,463.3853759765625,683.135498046875,184.052001953125
P1.datao[1]$_DFFE_PP0P_,Q,491.06253,704.1563,491.0625305175781,380.9374694824219,704.1563110351562,163.03118896484375
_13950_,B,383.27502,190.71877,383.2750244140625,488.7249755859375,190.71876525878906,676.4687347412109
_10196_,A,465.6042,190.52084,465.60418701171875,406.39581298828125,190.52084350585938,676.6666564941406
_09015_,A,382.6042,197.45834,382.60418701171875,489.39581298828125,197.45834350585938,669.7291564941406
P1.datao[20]$_DFFE_PP0P_,Q,476.06253,183.84377,476.0625305175781,395.9374694824219,183.84376525878906,683.3437347412109
_13951_,B,391.27502,183.78127,391.2750244140625,480.7249755859375,183.78126525878906,683.4062347412109
_10198_,A,452.6042,183.58334,452.60418701171875,419.39581298828125,183.58334350585938,683.6041564941406
_09026_,A0,372.33337,183.21877,372.3333740234375,499.6666259765625,183.21876525878906,683.9687347412109
P1.datao[21]$_DFFE_PP0P_,Q,456.06253,190.78127,456.0625305175781,415.9374694824219,190.78126525878906,676.4062347412109
_13952_,B,372.27502,156.03127,372.2750244140625,499.7249755859375,156.03126525878906,711.1562347412109
_10200_,A,466.43753,169.34377,466.4375305175781,405.5624694824219,169.34376525878906,697.8437347412109
_09033_,A0,372.61462,169.76044,372.6146240234375,499.3853759765625,169.76043701171875,697.4270629882812
P1.datao[22]$_DFFE_PP0P_,Q,486.06253,163.03127,486.0625305175781,385.9374694824219,163.03126525878906,704.1562347412109
_13953_,B,372.27502,128.28127,372.2750244140625,499.7249755859375,128.28126525878906,738.9062347412109
_10203_,A,464.6042,141.95833,464.60418701171875,407.39581298828125,141.9583282470703,725.2291717529297
_09040_,A0,367.61462,142.01042,367.6146240234375,504.3853759765625,142.0104217529297,725.1770782470703
P1.datao[23]$_DFFE_PP0P_,Q,486.06253,135.28125,486.0625305175781,385.9374694824219,135.28125,731.90625
_13954_,B,388.27502,114.40626,388.2750244140625,483.7249755859375,114.40625762939453,752.7812423706055
_10205_,A,478.43753,127.71876,478.4375305175781,393.5624694824219,127.71875762939453,739.4687423706055
_09049_,A0,394.33337,120.78126,394.3333740234375,477.6666259765625,120.78125762939453,746.4062423706055
P1.datao[24]$_DFFE_PP0P_,Q,486.06253,121.40626,486.0625305175781,385.9374694824219,121.40625762939453,745.7812423706055
_13955_,B,370.27502,79.71876,370.2750244140625,501.7249755859375,79.71875762939453,787.4687423706055
_10208_,A,460.6042,100.33334,460.60418701171875,411.39581298828125,100.33334350585938,766.8541564941406
_09056_,A0,366.61462,100.38542,366.6146240234375,505.3853759765625,100.38542175292969,766.8020782470703
P1.datao[25]$_DFFE_PP0P_,Q,458.06253,100.59376,458.0625305175781,413.9374694824219,100.59375762939453,766.5937423706055
_13956_,B,381.27502,65.84376,381.2750244140625,490.7249755859375,65.84375762939453,801.3437423706055
_10210_,A,444.6042,58.708336,444.60418701171875,427.39581298828125,58.708335876464844,808.4791641235352
_09066_,A1,365.72296,65.69792,365.72296142578125,506.27703857421875,65.69792175292969,801.4895782470703
P1.datao[26]$_DFFE_PP0P_,Q,468.06253,58.968754,468.0625305175781,403.9374694824219,58.968753814697266,808.2187461853027
_13957_,B,418.27502,58.906254,418.2750244140625,453.7249755859375,58.906253814697266,808.2812461853027
_10212_,A,438.6042,65.645836,438.60418701171875,433.39581298828125,65.64583587646484,801.5416641235352
_09078_,A0,403.61462,65.69792,403.6146240234375,468.3853759765625,65.69792175292969,801.4895782470703
P1.datao[27]$_DFFE_PP0P_,Q,462.06253,65.90626,462.0625305175781,409.9374694824219,65.90625762939453,801.2812423706055
_13958_,B,437.27502,79.71876,437.2750244140625,434.7249755859375,79.71875762939453,787.4687423706055
_10214_,A,465.6042,79.52084,465.60418701171875,406.39581298828125,79.52084350585938,787.6666564941406
_09087_,A0,432.61462,72.635414,432.6146240234375,439.3853759765625,72.63541412353516,794.5520858764648
P1.datao[28]$_DFFE_PP0P_,Q,473.06253,72.84375,473.0625305175781,398.9374694824219,72.84375,794.34375
